soeknads_aar,fylkesnr,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep
2014,5,502,990654638,502,114,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,95,DEKAR,12,1140
2014,5,502,990654638,502,114,2,0,Kulturlandskap,Beite i utmark,Sau/geit,120,ANTALL_DYR,0,0
2014,5,502,990654638,502,114,2,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,170,DEKAR,95,16150
2014,15,1567,969233029,1567,60,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,28,3640
2014,15,1567,969233029,1567,60,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,5,650
2014,17,1724,912841545,1724,64,3,0,Biologisk mangfold,Slått av biologisk verdifulle arealer,Slått av biologisk verdifulle arealer,250,DEKAR,6,1500
2014,18,1866,898593622,1866,3,8,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"4,3",METER,59,"253,7"
2014,18,1866,898593622,1866,3,8,0,Biologisk mangfold,Skjøtsel av slåttemark,Skjøtsel av slåttemark,850,DEKAR,0,0
2014,18,1866,898593622,1866,3,8,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,84,2100
2014,5,534,969753782,534,241,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,95,DEKAR,22,2090
2014,5,534,969753782,534,241,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,95,DEKAR,1,95
2014,5,534,969753782,534,241,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2014,5,534,969753782,534,241,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,65,DEKAR,11,715
2014,5,534,969753782,534,241,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,97,DEKAR,103,9991
2014,5,534,969753782,534,241,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,139,DEKAR,39,5421
2014,5,534,969753782,534,241,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,185,DEKAR,7,1295
2014,5,534,969392577,534,112,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,95,DEKAR,2,190
2014,5,534,969392577,534,112,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,95,DEKAR,1,95
2014,5,534,969392577,534,112,3,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2014,5,534,969392577,534,112,3,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,65,DEKAR,0,0
2014,5,534,969392577,534,112,3,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,97,DEKAR,44,4268
2014,5,534,969392577,534,112,3,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,139,DEKAR,0,0
2014,9,906,970574247,906,31,1,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Bygdenært,120,DEKAR,30,3600
2014,9,906,970574247,906,31,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,175,DEKAR,166,14000
2014,2,237,969456354,237,126,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,0,DEKAR,7,0
2014,2,237,969456354,237,126,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,90,DEKAR,6,540
2014,2,237,969456354,237,126,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,155,DEKAR,22,3410
2014,2,237,969456354,237,126,2,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,190,DEKAR,43,8170
2014,5,542,980685241,542,16,4,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Fjellområde,20,DYREENHETER,0,0
2014,5,542,980685241,542,16,4,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,95,DEKAR,47,4465
2014,5,542,980685241,542,16,4,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,95,DEKAR,9,855
2014,5,542,980685241,542,16,4,0,Kulturmiljøer og kulturminner,Skjøtsel av stølsvoller og seterlandskap,Skjøtsel av stølsvoller og seterlandskap,42,DEKAR,69,2898
2014,14,1422,969824353,1422,71,1,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,500,ANTALL,3,1500
2014,14,1422,969824353,1422,71,1,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,9,METER,878,7902
2014,15,1511,969841355,1511,86,5,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,21,2730
2014,15,1511,969841355,1511,86,5,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,1,130
2014,15,1511,969841355,1511,86,5,0,Kulturlandskap,Skjøtsel av bratt areal,Ikke klassifisert,0,DEKAR,0,0
2014,15,1511,969841355,1511,86,5,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,42,DEKAR,101,4242
2014,10,1003,991827250,1003,200,5,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Bygdenært,120,DEKAR,11,1320
2014,10,1003,991827250,1003,200,5,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,85,DYREENHETER,37,3145
2014,10,1003,991827250,1003,200,5,0,Kulturlandskap,Beite i utmark,Sau/geit,85,ANTALL_DYR,0,0
2014,12,1222,995459922,1222,50,5,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,100,DEKAR,69,6900
2014,12,1222,995459922,1222,50,5,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,7,METER,77,539
2014,18,1833,974415348,1833,63,2,0,Biologisk mangfold,Bevaringsverdige husdyrraser,Hest,2000,ANTALL_DYR,1,2000
2014,18,1833,974415348,1833,63,2,0,Kulturmiljøer og kulturminner,Hesjing,Hesjing,1000,DEKAR,4,4000
2014,16,1634,969222868,1634,107,4,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,260,DEKAR,100,26000
2014,16,1634,969222868,1634,107,4,0,Kulturlandskap,Skjøtsel av bratt areal,Ikke klassifisert,0,DEKAR,0,0
2014,16,1634,969222868,1634,107,4,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,200,DEKAR,178,35600
2014,16,1634,969222868,1634,107,4,0,Kulturmiljøer og kulturminner,Skjøtsel av stølsvoller og seterlandskap,Skjøtsel av stølsvoller og seterlandskap,400,DEKAR,5,2000
2014,12,1231,969164213,1231,54,9,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,550,DEKAR,26,10000
2014,12,1231,969164213,1231,54,9,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,225,DEKAR,6,1350
2014,12,1231,969164213,1231,54,9,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,460,DEKAR,20,9200
2014,12,1231,969164213,1231,54,9,0,Biologisk mangfold,Skjøtsel av slåttemark,Skjøtsel av slåttemark,500,DEKAR,16,8000
2014,2,234,997180976,234,29,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,205,DEKAR,64,13120
2014,2,234,997180976,234,29,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,245,DEKAR,54,13230
2014,12,1201,969139154,1201,283,8,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,225,DEKAR,12,2700
2014,12,1201,969139154,1201,283,8,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,460,DEKAR,2,920
2014,12,1201,969139154,1201,283,8,0,Kulturlandskap,Beite i utmark,Sau/geit,55,ANTALL_DYR,74,4070
2014,12,1201,969139154,1201,283,8,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,7,METER,711,4977
2014,4,423,996249549,423,27,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2014,4,423,996249549,423,27,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,55,DEKAR,180,9900
2014,4,423,996249549,423,27,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,100,DEKAR,2,200
2014,16,1634,969638738,1634,246,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,260,DEKAR,64,16640
2014,16,1634,969638738,1634,246,1,0,Kulturmiljøer og kulturminner,Skjøtsel av stølsvoller og seterlandskap,Skjøtsel av stølsvoller og seterlandskap,400,DEKAR,5,2000
2014,5,534,987091274,534,209,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,95,DEKAR,8,760
2014,5,534,987091274,534,209,1,0,Kulturlandskap,Beite i utmark,Hest/storfe,585,ANTALL_DYR,0,0
2014,5,534,987091274,534,209,1,0,Avrenning til vassdrag og kyst,Utsatt omlegging av eng,Utsatt omlegging av eng,92,DEKAR,25,2300
2014,5,513,971188235,513,33,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,95,DEKAR,11,1045
2014,5,513,971188235,513,33,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,95,DEKAR,3,285
2014,5,513,971188235,513,33,1,0,Kulturmiljøer og kulturminner,Skjøtsel av stølsvoller og seterlandskap,Skjøtsel av stølsvoller og seterlandskap,42,DEKAR,45,1890
2014,5,513,971188235,513,33,1,0,Plantevernmidler,Hypping/radrensing,Hypping/radrensing,200,DEKAR,32,6400
2014,5,511,969762382,511,23,11,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,95,DEKAR,49,4655
2014,5,511,969762382,511,23,11,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,95,DEKAR,39,3705
2014,5,511,969762382,511,23,11,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,170,DEKAR,42,7140
2014,18,1822,969339870,1822,46,3,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Bygdenært,210,DEKAR,0,0
2014,18,1822,969339870,1822,46,3,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,210,DEKAR,0,0
2014,18,1822,969339870,1822,46,3,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"4,3",METER,0,0
2014,18,1822,969339870,1822,46,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,171,4275
2014,16,1663,969221322,1663,10,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2014,16,1663,969221322,1663,10,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 1,70,DEKAR,30,2100
2014,16,1663,969221322,1663,10,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,70,DEKAR,71,4970
2014,16,1663,969221322,1663,10,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,125,DEKAR,60,7500
2014,17,1702,981960475,1702,102,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2014,17,1702,981960475,1702,102,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,60,DEKAR,24,1440
2014,17,1702,981960475,1702,102,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,91,DEKAR,8,728
2014,6,605,969169967,605,248,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2014,6,605,969169967,605,248,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,75,DEKAR,62,4650
2014,11,1122,997152336,1122,55,3,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Verneområde,25,DYREENHETER,18,450
2014,11,1122,997152336,1122,55,3,0,Kulturlandskap,Beite i utmark,Sau/geit,80,ANTALL_DYR,4,320
2014,2,236,992124830,236,78,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2014,2,236,992124830,236,78,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,90,DEKAR,6,540
2014,2,236,992124830,236,78,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,155,DEKAR,8,1240
2014,2,236,992124830,236,78,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 4,190,DEKAR,11,2090
2014,2,236,992124830,236,78,1,0,Avrenning til vassdrag og kyst,Vegetasjonssone,Korn,5,METER,270,1350
