soeknads_aar,fylkesnr,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep
2018,18,1848,989112392,1848,22,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,368,"8390,4"
2018,18,1848,969305453,1848,49,7,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,683,"2390,5"
2018,18,1848,969305453,1848,49,7,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,203,"4628,4"
2018,18,1804,917240256,1804,73,22,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,4914,17199
2018,18,1870,969461099,1870,39,56,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,1046,3661
2018,18,1870,969461099,1870,39,56,0,Biologisk mangfold,Friarealer for gås i Trøndelag og Nordland,Middels beitetrykk,280,DEKAR,14,3920
2018,18,1870,969461099,1870,39,56,0,Biologisk mangfold,Friarealer for gås i Trøndelag og Nordland,Lavt beitetrykk,150,DEKAR,58,8700
2018,18,1870,969461099,1870,39,56,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,101,"2302,8"
2018,11,1146,992929820,1146,97,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,79,DEKAR,14,1106
2018,11,1146,992929820,1146,97,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,82,DEKAR,2,164
2018,11,1146,992929820,1146,97,2,0,Utslipp til luft,Nedlegging og nedfelling,Voksende kultur,74,DEKAR,88,6512
2018,11,1146,992929820,1146,97,2,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,49,DEKAR,88,4312
2018,18,1826,987009454,1826,49,2,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,3786,13251
2018,18,1826,987009454,1826,49,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,200,DEKAR,39,7800
2018,18,1826,987009454,1826,49,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,300,DEKAR,2,600
2018,1,136,915993079,136,54,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Øyer/holmer/veiløse områder,200,DEKAR,67,7200
2018,1,136,915993079,136,54,1,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Trerekker/alleer,24,METER,369,8856
2018,1,136,915993079,136,54,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2018,1,136,915993079,136,54,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,155,DEKAR,31,4805
2018,1,136,915993079,136,54,1,0,Avrenning til vassdrag og kyst,Fangvekster etter høsting,Fangvekster etter høsting,140,DEKAR,0,0
2018,1,136,915993079,136,54,1,0,Avrenning til vassdrag og kyst,Vegetasjonssone,Korn,12,METER,1033,12396
2018,1,136,915993079,136,54,1,0,Avrenning til vassdrag og kyst,Vedlikehold av fangdammer,Vedlikehold av fangdammer,1180,DEKAR,1,1180
2018,18,1860,976013360,1860,36,20,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,141,"493,5"
2018,18,1860,976013360,1860,36,20,0,Avrenning til vassdrag og kyst,Ugjødsla randsone i eng,Ugjødsla randsone i eng,7,METER,219,1533
2018,18,1860,976013360,1860,36,20,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,61,"1390,8"
2018,18,1820,969643847,1820,76,1,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,977,"3419,5"
2018,18,1820,969643847,1820,76,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,78,"1778,4"
2018,18,1827,988725935,1827,2,2,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,2859,"10006,5"
2018,18,1827,988725935,1827,2,2,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,3,3000
2018,18,1827,988725935,1827,2,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,623,"14204,4"
2018,18,1816,869227102,1816,16,1,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,250,DEKAR,158,15000
2018,18,1816,869227102,1816,16,1,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,2,2000
2018,18,1816,869227102,1816,16,1,0,Kulturmiljøer og kulturminner,Skjøtsel av andre automatisk fredede kulturminner,Beite,1000,DEKAR,0,0
2018,18,1816,869227102,1816,16,1,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,53,1325
2018,18,1813,969704986,1813,75,91,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,1318,4613
2018,18,1813,969704986,1813,75,91,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,638,"14546,4"
2018,18,1870,969297949,1870,63,3,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,2533,"8865,5"
2018,18,1870,969297949,1870,63,3,0,Biologisk mangfold,Friarealer for gås i Trøndelag og Nordland,Middels beitetrykk,280,DEKAR,0,0
2018,18,1870,969297949,1870,63,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,92,"2097,6"
2018,50,5042,918822437,5042,43,7,0,Biologisk mangfold,Slått av biologisk verdifulle arealer,Slått av biologisk verdifulle arealer,250,DEKAR,228,57000
2018,50,5042,918822437,5042,43,7,0,Utslipp til luft,Nedlegging og nedfelling,Voksende kultur,60,DEKAR,346,20760
2018,18,1827,987933690,1827,16,3,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,200,DEKAR,38,7600
2018,18,1827,987933690,1827,16,3,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,1518,5313
2018,18,1827,987933690,1827,16,3,0,Utslipp til luft,Nedlegging og nedfelling,Voksende kultur,100,DEKAR,312,31200
2018,18,1827,987933690,1827,16,3,0,Utslipp til luft,Nedlegging og nedfelling,Åpen åker/stubb,100,DEKAR,21,2100
2018,18,1827,987933690,1827,16,3,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,50,DEKAR,334,16700
2018,18,1827,987933690,1827,16,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,12,"273,6"
2018,18,1839,977268214,1839,9,7,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,460,1610
2018,18,1839,977268214,1839,9,7,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,250,DEKAR,29,7250
2018,18,1826,994058916,1826,52,2,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,180,DYREENHETER,49,8820
2018,18,1826,994058916,1826,52,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,245,5586
2018,18,1849,999074405,1849,59,17,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,192,672
2018,18,1849,999074405,1849,59,17,0,Biologisk mangfold,Beite av kystlynghei,Beite av kystlynghei,300,DYREENHETER,22,6600
2018,15,1548,985225486,1548,33,2,0,Kulturmiljøer og kulturminner,Drift av fellesseter med melkeproduksjon,4-6 uker,50000,ANDEL,4,12500
2018,15,1548,985225486,1548,33,2,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,10,10000
2018,15,1548,985225486,1548,33,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,43,DEKAR,361,15523
2018,5,528,994383094,528,137,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Ikke klassifisert,0,DEKAR,0,0
2018,5,528,994383094,528,137,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 2,100,DEKAR,102,10200
2018,5,528,994383094,528,137,1,0,Avrenning til vassdrag og kyst,Ingen/utsatt jordarbeiding,Erosjonsklasse 3,175,DEKAR,113,19775
2018,18,1804,969643480,1804,27,1,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,165,"577,5"
2018,18,1816,984084242,1816,12,12,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Bygdenært,200,DEKAR,0,0
2018,18,1816,984084242,1816,12,12,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,180,DYREENHETER,39,7020
2018,18,1816,984084242,1816,12,12,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,3468,12138
2018,18,1816,984084242,1816,12,12,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,250,DEKAR,52,13000
2018,18,1816,984084242,1816,12,12,0,Kulturmiljøer og kulturminner,Skjøtsel av andre automatisk fredede kulturminner,Slått,1500,DEKAR,9,13500
2018,18,1816,984084242,1816,12,12,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,336,"7660,8"
2018,18,1841,969645637,1841,112,22,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,1740,6090
2018,18,1841,969645637,1841,112,22,0,Kulturmiljøer og kulturminner,Drift av fellesseter med melkeproduksjon,8 uker eller mer,50000,ANDEL,4,12500
2018,18,1841,969645637,1841,112,22,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,261,"5950,8"
2018,18,1804,913011287,1804,117,6,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,5155,"18042,5"
2018,18,1813,887642672,1813,158,2,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Bygdenært,200,DEKAR,81,16200
2018,18,1813,887642672,1813,158,2,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,1256,4396
2018,18,1813,887642672,1813,158,2,0,Kulturmiljøer og kulturminner,Skjøtsel av andre automatisk fredede kulturminner,Beite,1000,DEKAR,1,1000
2018,18,1813,887642672,1813,158,2,0,Kulturmiljøer og kulturminner,Skjøtsel av andre automatisk fredede kulturminner,Slått,1500,DEKAR,2,3000
2018,18,1813,887642672,1813,158,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,117,"2667,6"
2018,18,1828,916296142,1828,55,11,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,180,DYREENHETER,25,4500
2018,18,1828,916296142,1828,55,11,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,250,DEKAR,18,4500
2018,15,1539,995766752,1539,38,19,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,43,DEKAR,31,1333
2018,18,1826,992282185,1826,1,5,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,180,DYREENHETER,36,6480
2018,18,1826,992282185,1826,1,5,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,2351,"8228,5"
2018,18,1815,892151032,1815,13,3,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,3262,11417
2018,18,1815,892151032,1815,13,3,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,50,DEKAR,410,20500
2018,18,1815,892151032,1815,13,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,475,10830
2018,18,1826,919312157,1826,80,2,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,1194,4179
2018,18,1826,919312157,1826,80,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,137,"3123,6"
2018,18,1859,984818661,1859,34,2,0,Kulturmiljøer og kulturminner,Skjøtsel av gravfelt,Slått,1500,DEKAR,1,1500
2018,18,1865,990068984,1865,9,34,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,200,DEKAR,30,6000
2018,18,1826,969121697,1826,27,1,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Fjellområde,200,DEKAR,30,6000
2018,18,1826,969121697,1826,27,1,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,200,DEKAR,0,0
2018,18,1824,969303248,1824,7,1,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,200,DEKAR,50,10000
2018,18,1824,969303248,1824,7,1,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,1029,"3601,5"
2018,18,1824,969303248,1824,7,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,159,"3625,2"
2018,18,1812,970563687,1812,37,1,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,2,2000
2018,18,1812,970563687,1812,37,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,99,"2257,2"
2018,18,1834,969120569,1834,36,1,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,609,"2131,5"
2018,18,1834,969120569,1834,36,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,200,DEKAR,51,10200
2018,18,1834,969120569,1834,36,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,300,DEKAR,3,900
2018,18,1834,969120569,1834,36,1,0,Kulturmiljøer og kulturminner,Skjøtsel av andre automatisk fredede kulturminner,Beite,1000,DEKAR,1,1000
2018,18,1834,969120569,1834,36,1,0,Kulturmiljøer og kulturminner,Skjøtsel av andre automatisk fredede kulturminner,Slått,1500,DEKAR,5,7500
2018,18,1834,969120569,1834,36,1,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,448,11200
2018,18,1813,912856399,1813,74,5,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Bygdenært,200,DEKAR,27,5400
2018,18,1813,912856399,1813,74,5,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,859,"3006,5"
2018,18,1813,912856399,1813,74,5,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,1,1000
2018,18,1813,912856399,1813,74,5,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,394,"8983,2"
2018,18,1865,997948572,1865,54,5,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,200,DEKAR,12,2400
2018,18,1860,916475101,1860,30,3,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,180,DYREENHETER,25,4500
2018,18,1860,916475101,1860,30,3,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,1461,"5113,5"
2018,18,1860,916475101,1860,30,3,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,187,4675
2018,18,1860,916475101,1860,30,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,181,"4126,8"
2018,18,1860,969180871,1860,4,8,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,214,749
2018,18,1860,969180871,1860,4,8,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,185,4625
2018,18,1860,969180871,1860,4,8,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,349,"7957,2"
2018,18,1813,993053686,1813,85,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,101,"2302,8"
2018,18,1870,892274592,1870,14,23,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,200,DEKAR,61,12200
2018,18,1870,892274592,1870,14,23,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,2892,10122
2018,18,1870,892274592,1870,14,23,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,431,"9826,8"
2018,18,1820,974690411,1820,76,5,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,955,"3342,5"
2018,18,1820,974690411,1820,76,5,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,1,1000
2018,18,1820,974690411,1820,76,5,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,8,"182,4"
2018,18,1827,912060918,1827,14,4,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,105,2394
2018,18,1871,977332982,1871,36,9,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,200,DEKAR,35,7000
2018,18,1871,977332982,1871,36,9,0,Biologisk mangfold,Skjøtsel av slåttemark,Skjøtsel av slåttemark,800,DEKAR,9,7200
2018,18,1871,977332982,1871,36,9,0,Biologisk mangfold,Friarealer for gås i Trøndelag og Nordland,Lavt beitetrykk,150,DEKAR,117,17550
2018,18,1871,977332982,1871,36,9,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,145,3306
2018,18,1818,969120429,1818,4,12,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,180,DYREENHETER,6,1080
2018,18,1818,969120429,1818,4,12,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,3,3000
2018,18,1866,969227185,1866,69,12,0,Kulturmiljøer og kulturminner,Skjøtsel av gravfelt,Beite,1000,DEKAR,2,2000
2018,18,1866,969227185,1866,69,12,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,136,"3100,8"
2018,18,1838,869123412,1838,54,18,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,145,3306
2018,18,1824,990829640,1824,15,9,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,260,910
2018,18,1860,982961947,1860,82,9,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,392,9800
2018,18,1860,982961947,1860,82,9,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,229,"5221,2"
2018,18,1813,976224418,1813,89,3,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,2064,7224
2018,18,1813,976224418,1813,89,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,160,3648
2018,18,1867,969188562,1867,59,15,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,517,"11787,6"
2018,18,1822,899315642,1822,40,4,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,180,DYREENHETER,0,0
2018,18,1822,899315642,1822,40,4,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Fjellområde,180,DYREENHETER,0,0
2018,18,1822,899315642,1822,40,4,0,Biologisk mangfold,Beite av kystlynghei,Beite av kystlynghei,300,DYREENHETER,0,0
2018,18,1822,899315642,1822,40,4,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,129,"2941,2"
2018,18,1841,912071847,1841,110,14,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,924,3234
2018,18,1841,912071847,1841,110,14,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,311,"7090,8"
2018,18,1866,969119277,1866,75,11,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,253,"885,5"
2018,18,1866,969119277,1866,75,11,0,Biologisk mangfold,Friarealer for gås i Trøndelag og Nordland,Høyt beitetrykk,470,DEKAR,41,19270
2018,18,1866,969119277,1866,75,11,0,Biologisk mangfold,Friarealer for gås i Trøndelag og Nordland,Middels beitetrykk,280,DEKAR,53,14840
2018,18,1866,969119277,1866,75,11,0,Biologisk mangfold,Friarealer for gås i Trøndelag og Nordland,Lavt beitetrykk,150,DEKAR,0,0
2018,18,1866,969119277,1866,75,11,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,250,5700
2018,18,1859,969124653,1859,33,3,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,2108,7378
2018,18,1859,969124653,1859,33,3,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,4,4000
2018,18,1859,969124653,1859,33,3,0,Kulturmiljøer og kulturminner,Skjøtsel av gravfelt,Beite,1000,DEKAR,33,33000
2018,18,1859,969124653,1859,33,3,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,959,23975
2018,18,1859,969124653,1859,33,3,0,Utslipp til luft,Nedlegging og nedfelling,Voksende kultur,100,DEKAR,67,6700
2018,18,1859,969124653,1859,33,3,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,50,DEKAR,66,3300
2018,18,1859,969124653,1859,33,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,151,"3442,8"
2018,18,1827,969228750,1827,20,9,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,1888,6608
2018,18,1827,969228750,1827,20,9,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,170,3876
2018,18,1826,976614577,1826,50,18,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,250,5700
2018,18,1836,977245591,1836,66,3,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,1402,4907
2018,18,1836,977245591,1836,66,3,0,Biologisk mangfold,Beite av kystlynghei,Beite av kystlynghei,300,DYREENHETER,41,12300
2018,18,1836,977245591,1836,66,3,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,3,3000
2018,18,1836,977245591,1836,66,3,0,Kulturmiljøer og kulturminner,Skjøtsel av gravfelt,Slått,1500,DEKAR,0,0
2018,18,1836,977245591,1836,66,3,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,50,DEKAR,326,16300
2018,18,1836,977245591,1836,66,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,345,7866
2018,18,1822,969305143,1822,112,5,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,"22,8",DEKAR,211,"4810,8"
2018,18,1824,969123762,1824,199,3,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,5",METER,282,987
2018,18,1834,985289778,1834,18,10,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,2,2000
2018,18,1834,985289778,1834,18,10,0,Avrenning til vassdrag og kyst,Vedlikehold av fangdammer,Vedlikehold av fangdammer,7000,DEKAR,1,7000
