soeknads_aar,fylkesnr,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep,aktivitetsomraade
2023,34,3453,999638198,3453,14,3,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Beiting,120,DEKAR,20,2400,Nyere tids kulturminner
2023,46,4643,999633218,4643,3,25,0,Kulturminner og kulturmiljøer,Skjøtsel av automatisk fredete kulturminner,Slått,2000,DEKAR,1,2000,Automatisk fredede kulturminner
2023,46,4617,999631827,4617,27,1,0,Biologisk mangfold,Skjøtsel av styvingstrær,Skjøtsel av styvingstrær,500,ANTALL,6,3000,Prioriterte naturverdier
2023,30,3047,999626998,,,,,Kulturlandskap,Drift av beitelag,Småfe,20,ANTALL_DYR,1002,20040,Opprettholde kulturlandskapet
2023,30,3047,999626998,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,1212,30300,Opprettholde kulturlandskapet
2023,34,3438,999620264,3438,117,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,120,DEKAR,87,10440,Regionalt prioriterte kulturlandskap
2023,34,3438,999620264,3438,117,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,120,DEKAR,41,4920,Regionalt prioriterte kulturlandskap
2023,34,3438,999620264,3438,117,1,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Slått/rydding,120,DEKAR,20,2400,Nyere tids kulturminner
2023,34,3438,999620264,3438,117,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, med dråg, prioriterte områder",210,DEKAR,34,7140,Avrenning
2023,34,3438,999620264,3438,117,1,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,71,DEKAR,168,11928,Miljøvennlig spredning av husdyrgjødsel
2023,30,3019,999615996,3019,114,2,0,Kulturlandskap,Skjøtsel av gårdsdammer,Skjøtsel av gårdsdammer,455,ANTALL,1,455,Opprettholde kulturlandskapet
2023,30,3019,999615996,3019,114,2,0,Biologisk mangfold,Soner for pollinerende insekter,Egen stripe - regional frøblanding,22,METER,4273,94006,Prioriterte naturverdier
2023,30,3019,999615996,3019,114,2,0,Biologisk mangfold,Soner for pollinerende insekter,Tilgrensende kantsone,11,METER,200,2200,Prioriterte naturverdier
2023,30,3019,999615996,3019,114,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",120,DEKAR,85,10200,Avrenning
2023,30,3019,999615996,3019,114,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",120,DEKAR,93,11160,Avrenning
2023,30,3019,999615996,3019,114,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, med dråg, prioriterte områder",120,DEKAR,26,3120,Avrenning
2023,30,3019,999615996,3019,114,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, med dråg, prioriterte områder",210,DEKAR,110,23100,Avrenning
2023,30,3019,999615996,3019,114,2,0,Avrenning til vann,Ingen jordarbeiding på flomutsatte arealer,Prioriterte områder,120,DEKAR,34,4080,Avrenning
2023,30,3019,999615996,3019,114,2,0,Avrenning til vann,"Grasdekt kantsone i åker, korn m.m.",Prioriterte områder,20,METER,446,8920,Avrenning
2023,30,3019,999615996,3019,114,2,0,Avrenning til vann,Fangdam,Prioriterte områder,755,DEKAR,1,755,Avrenning
2023,30,3049,999615104,3049,62,1,0,Biologisk mangfold,Soner for pollinerende insekter,Tilgrensende kantsone,11,METER,186,2046,Prioriterte naturverdier
2023,30,3049,999615104,3049,62,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",120,DEKAR,3,360,Avrenning
2023,30,3049,999615104,3049,62,1,0,Avrenning til vann,Gras på arealer utsatt for flom og erosjon,Prioriterte områder,205,DEKAR,4,820,Avrenning
2023,15,1525,999614558,,,,,Kulturlandskap,Drift av beitelag,Småfe,20,ANTALL_DYR,2719,54380,Opprettholde kulturlandskapet
2023,15,1525,999614558,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,273,6825,Opprettholde kulturlandskapet
2023,11,1133,999608620,1133,108,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,177,DEKAR,3,531,Regionalt prioriterte kulturlandskap
2023,11,1133,999608620,1133,108,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,177,DEKAR,4,708,Regionalt prioriterte kulturlandskap
2023,11,1133,999608620,1133,108,2,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,157,DEKAR,54,8478,Regionalt prioriterte kulturlandskap
2023,11,1133,999608620,1133,108,2,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,157,DEKAR,95,14915,Regionalt prioriterte kulturlandskap
2023,11,1133,999608620,1133,108,2,0,Kulturminner og kulturmiljøer,Skjøtsel av automatisk fredete kulturminner,Beiting,100,DEKAR,4,400,Automatisk fredede kulturminner
2023,11,1133,999608620,1133,108,2,0,Kulturminner og kulturmiljøer,Skjøtsel av enkeltstående automatisk fredete kulturminner,Beiting,500,ANTALL,3,1500,Automatisk fredede kulturminner
2023,30,3030,999608353,3030,298,2,0,Biologisk mangfold,Soner for pollinerende insekter,Egen stripe - generell frøblanding,11,METER,3351,36861,Prioriterte naturverdier
2023,30,3030,999608353,3030,298,2,0,Avrenning til vann,Gras på arealer utsatt for flom og erosjon,Prioriterte områder,205,DEKAR,5,1025,Avrenning
2023,30,3030,999608353,3030,298,2,0,Avrenning til vann,Kantsone i eng,Prioriterte områder,20,METER,1011,20220,Avrenning
2023,34,3432,999608000,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,3315,99450,Opprettholde kulturlandskapet
2023,34,3432,999608000,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,60,ANTALL_DYR,516,30960,Opprettholde kulturlandskapet
2023,46,4650,999607896,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,583,17490,Opprettholde kulturlandskapet
2023,46,4650,999607896,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,140,4900,Opprettholde kulturlandskapet
2023,46,4646,999601987,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1385,41550,Opprettholde kulturlandskapet
2023,46,4646,999601987,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,41,1435,Opprettholde kulturlandskapet
2023,30,3035,999601928,,,,,Kulturlandskap,Drift av beitelag,Småfe,20,ANTALL_DYR,2911,58220,Opprettholde kulturlandskapet
2023,30,3035,999601928,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,16,400,Opprettholde kulturlandskapet
2023,46,4601,999600727,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,729,21870,Opprettholde kulturlandskapet
2023,30,3052,999600506,,,,,Kulturlandskap,Drift av beitelag,Småfe,20,ANTALL_DYR,2090,41800,Opprettholde kulturlandskapet
2023,50,5029,999600441,,,,,Kulturlandskap,Drift av beitelag,Småfe,42,ANTALL_DYR,333,13986,Opprettholde kulturlandskapet
2023,50,5029,999600441,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,83,ANTALL_DYR,60,4980,Opprettholde kulturlandskapet
2023,11,1134,999600425,1134,99999,3044,0,Kulturlandskap,Drift av beitelag,Småfe,25,ANTALL_DYR,647,16175,Opprettholde kulturlandskapet
2023,11,1134,999600425,1134,99999,3044,0,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,24,600,Opprettholde kulturlandskapet
2023,46,4647,999599710,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,7781,233430,Opprettholde kulturlandskapet
2023,46,4647,999599710,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,860,30100,Opprettholde kulturlandskapet
2023,34,3432,999592880,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1881,56430,Opprettholde kulturlandskapet
2023,34,3432,999592880,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,60,ANTALL_DYR,230,13800,Opprettholde kulturlandskapet
2023,46,4647,999592120,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1471,44130,Opprettholde kulturlandskapet
2023,46,4647,999592120,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,123,4305,Opprettholde kulturlandskapet
2023,15,1517,999589545,1517,45,1,0,Kulturminner og kulturmiljøer,Skjøtsel av enkeltstående automatisk fredete kulturminner,Beiting,1000,ANTALL,2,2000,Automatisk fredede kulturminner
2023,15,1566,999588484,1566,13,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",400,DEKAR,17,6800,Avrenning
2023,15,1566,999588484,1566,13,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",400,DEKAR,29,11600,Avrenning
2023,15,1566,999588484,1566,13,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 3, prioriterte områder",400,DEKAR,4,1600,Avrenning
2023,15,1566,999588484,1566,13,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 4, prioriterte områder",400,DEKAR,46,18400,Avrenning
2023,38,3804,999585159,3804,500,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,150,DEKAR,57,8550,Regionalt prioriterte kulturlandskap
2023,38,3804,999585159,3804,500,1,0,Kulturlandskap,Skjøtsel av gårdsdammer,Skjøtsel av gårdsdammer,800,ANTALL,1,800,Opprettholde kulturlandskapet
2023,38,3804,999585159,3804,500,1,0,Biologisk mangfold,Soner for pollinerende insekter,Egen stripe - generell frøblanding,10,METER,129,1290,Prioriterte naturverdier
2023,38,3804,999585159,3804,500,1,0,Jord og jordhelse,Fangvekster som underkultur,Hovedvekst korn/oljevekster/belgvekster/fÃ´rmais,220,DEKAR,31,6820,Jordhelse og karbonlagring
2023,38,3804,999585159,3804,500,1,0,Jord og jordhelse,Fangvekster sådd etter høsting,Hovedvekst korn/oljevekster/belgvekster/fÃ´rmais,360,DEKAR,185,66600,Jordhelse og karbonlagring
2023,38,3804,999585159,3804,500,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",100,DEKAR,7,700,Avrenning
2023,38,3804,999585159,3804,500,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",140,DEKAR,158,22120,Avrenning
2023,38,3804,999585159,3804,500,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 3, prioriterte områder",250,DEKAR,115,28750,Avrenning
2023,38,3804,999585159,3804,500,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 4, prioriterte områder",300,DEKAR,37,11100,Avrenning
2023,38,3804,999585159,3804,500,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, med dråg, prioriterte områder",140,DEKAR,1,140,Avrenning
2023,38,3804,999585159,3804,500,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, med dråg, prioriterte områder",250,DEKAR,59,14750,Avrenning
2023,38,3804,999585159,3804,500,1,0,Utslipp til luft,Nedfelling av husdyrgjødsel,Voksende kultur,55,DEKAR,185,10175,Miljøvennlig spredning av husdyrgjødsel
2023,38,3804,999585159,3804,500,1,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,50,DEKAR,185,9250,Miljøvennlig spredning av husdyrgjødsel
2023,38,3804,999585159,3804,500,1,0,Plantevern,Ugrasharving i korn og frøvekster,Ugrasharving i korn og frøvekster,100,DEKAR,139,13900,Redusert bruk av kjemiske plantevernmidler
2023,34,3436,999584578,3436,212,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,120,DEKAR,103,12360,Regionalt prioriterte kulturlandskap
2023,34,3436,999584578,3436,212,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,120,DEKAR,74,8880,Regionalt prioriterte kulturlandskap
2023,34,3436,999584578,3436,212,3,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Beiting,120,DEKAR,32,3840,Nyere tids kulturminner
2023,15,1554,999578845,1554,20,1,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,74,DEKAR,344,25456,Miljøvennlig spredning av husdyrgjødsel
2023,46,4651,999577059,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1019,30570,Opprettholde kulturlandskapet
2023,46,4651,999577059,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,93,3255,Opprettholde kulturlandskapet
2023,50,5021,999576273,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,83,ANTALL_DYR,88,7304,Opprettholde kulturlandskapet
2023,38,3803,999575110,3803,361,3,0,Jord og jordhelse,Fangvekster som underkultur,Hovedvekst korn/oljevekster/belgvekster/fÃ´rmais,220,DEKAR,64,14080,Jordhelse og karbonlagring
2023,38,3803,999575110,3803,361,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",100,DEKAR,4,400,Avrenning
2023,38,3803,999575110,3803,361,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",140,DEKAR,37,5180,Avrenning
2023,38,3803,999575110,3803,361,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 3, prioriterte områder",250,DEKAR,12,3000,Avrenning
2023,38,3803,999575110,3803,361,3,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, med dråg, prioriterte områder",250,DEKAR,24,6000,Avrenning
2023,38,3803,999575110,3803,361,3,0,Avrenning til vann,"Grasdekte vannveier i åker, korn m.m.",Prioriterte områder,40,METER,166,6640,Avrenning
2023,34,3427,999571204,3427,114,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,120,DEKAR,88,10560,Regionalt prioriterte kulturlandskap
2023,34,3427,999571204,3427,114,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,120,DEKAR,14,1680,Regionalt prioriterte kulturlandskap
2023,34,3427,999571204,3427,114,1,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Beiting,120,DEKAR,40,"2933,333334",Nyere tids kulturminner
2023,34,3427,999571204,3427,114,1,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Slått/rydding,120,DEKAR,80,"5866,666666",Nyere tids kulturminner
2023,34,3430,999562914,3430,131,17,0,Kulturlandskap,"Beiting av verdifulle jordbrukslandskap i innmark, dekar","Beiting av verdifulle jordbrukslandskap i innmark, dekar",100,DEKAR,23,2300,Regionalt prioriterte kulturlandskap
2023,34,3430,999562914,3430,131,17,0,Biologisk mangfold,Skjøtsel av trua naturtyper,Beiting,150,DEKAR,13,1950,Prioriterte naturverdier
2023,34,3430,999562914,3430,131,17,0,Kulturminner og kulturmiljøer,Drift av seter,"Levering til meieri, 6 uker eller mer",120000,ANDEL,1,120000,Setring
2023,34,3430,999562914,3430,131,17,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,71,DEKAR,67,4757,Miljøvennlig spredning av husdyrgjødsel
2023,34,3430,999562914,3430,131,17,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Nedmolding innen 2 timer i åpen åker,86,DEKAR,10,860,Miljøvennlig spredning av husdyrgjødsel
2023,34,3405,999562477,3405,28,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,120,DEKAR,43,5160,Regionalt prioriterte kulturlandskap
2023,34,3405,999562477,3405,28,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",180,DEKAR,21,3780,Avrenning
2023,34,3405,999562477,3405,28,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, med dråg, prioriterte områder",210,DEKAR,140,29400,Avrenning
2023,46,4622,999562159,4622,110,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,447,DEKAR,16,7152,Regionalt prioriterte kulturlandskap
2023,46,4622,999562159,4622,110,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,702,DEKAR,6,4212,Regionalt prioriterte kulturlandskap
2023,46,4640,999560016,4640,81,6,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,447,DEKAR,12,5364,Regionalt prioriterte kulturlandskap
2023,46,4640,999560016,4640,81,6,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,702,DEKAR,4,2808,Regionalt prioriterte kulturlandskap
2023,50,5020,999558399,5020,19,2,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,177,DEKAR,7,1239,Regionalt prioriterte kulturlandskap
2023,30,3048,999556973,3048,17,2,0,Avrenning til vann,"Grasdekt kantsone i åker, korn m.m.",Prioriterte områder,20,METER,425,8500,Avrenning
2023,30,3048,999556973,3048,17,2,0,Avrenning til vann,Fangdam,Prioriterte områder,755,DEKAR,7,5285,Avrenning
2023,50,5034,999556396,5034,18,2,0,Biologisk mangfold,Skjøtsel av biologisk verdifulle arealer,Beiting,130,DEKAR,52,6760,Prioriterte naturverdier
2023,50,5034,999556396,5034,18,2,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,73,DEKAR,239,17447,Miljøvennlig spredning av husdyrgjødsel
2023,50,5034,999556396,5034,18,2,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,57,DEKAR,239,13623,Miljøvennlig spredning av husdyrgjødsel
2023,46,4640,999556388,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1777,53310,Opprettholde kulturlandskapet
2023,34,3412,999555608,3412,12,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,120,DEKAR,1,120,Regionalt prioriterte kulturlandskap
2023,34,3412,999555608,3412,12,1,0,Biologisk mangfold,Soner for pollinerende insekter,Egen stripe - generell frøblanding,10,METER,370,3700,Prioriterte naturverdier
2023,34,3412,999555608,3412,12,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, prioriterte områder",180,DEKAR,149,26820,Avrenning
2023,34,3412,999555608,3412,12,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 1, med dråg, prioriterte områder",210,DEKAR,50,10500,Avrenning
2023,18,1856,999555349,1856,9,42,0,Kulturlandskap,"Beiting av verdifulle jordbrukslandskap i innmark, dyr","Beiting av verdifulle jordbrukslandskap i innmark, dyr",400,ANTALL_DYR,105,25000,Regionalt prioriterte kulturlandskap
2023,18,1856,999555349,1856,9,42,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Småfe,300,ANTALL_DYR,105,"21831,68317",Regionalt prioriterte kulturlandskap
2023,18,1856,999555349,1856,9,42,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Hest/storfe,1000,ANTALL_DYR,19,"13168,31683",Regionalt prioriterte kulturlandskap
2023,18,1856,999555349,1856,9,42,0,Kulturlandskap,Slått av verdifulle jordbrukslandskap,Slått av verdifulle jordbrukslandskap,350,DEKAR,36,12600,Regionalt prioriterte kulturlandskap
2023,18,1856,999555349,1856,9,42,0,Kulturminner og kulturmiljøer,Skjøtsel av steingjerder,Skjøtsel av steingjerder,25,METER,1192,29800,Nyere tids kulturminner
2023,50,5006,999552579,5006,403,5,0,Biologisk mangfold,Soner for pollinerende insekter,Egen stripe - generell frøblanding,10,METER,2000,20000,Prioriterte naturverdier
2023,50,5006,999552579,5006,403,5,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 2, prioriterte områder",114,DEKAR,14,1596,Avrenning
2023,50,5006,999552579,5006,403,5,0,Avrenning til vann,Ingen jordarbeiding om høsten,"Erosjonsklasse 3, prioriterte områder",276,DEKAR,12,3312,Avrenning
