"orgnr";"komnr";"gardsnr";"bruksnr";"festenr";"produsentnummer_8";"produsentnummer_10"
"989266853";"1101";"71";"6";"0";"11010537";"1101053773"
"969371227";"1101";"72";"1";"0";"11010375";"1101037552"
"991488227";"1101";"72";"10";"0";"11010353";"1101035333"
"969503735";"1101";"72";"10";"0";"11010353";"1101035358"
"875919032";"1101";"73";"1";"0";"11010382";"1101038238"
"928628620";"1101";"75";"1";"0";"11010443";"1101044335"
"913296648";"1101";"78";"6";"0";"11010519";"1101051991"
"979501404";"1101";"78";"8";"0";"11010374";"1101037487"
"994923625";"1101";"78";"12";"0";"11010354";"1101035473"
"969372576";"1101";"78";"20";"0";"11010445";"1101044582"
"969795647";"1101";"79";"2";"0";"11010380";"1101038055"
"975890503";"1101";"79";"5";"0";"11010355";"1101035564"
"986932046";"1101";"79";"6";"0";"11010356";"1101035648"
"923061061";"1101";"79";"9";"0";"11010352";"1101035234"
"984693621";"1101";"80";"2";"0";"11010418";"1101041836"
"993475661";"1101";"80";"4";"0";"11010456";"1101045639"
"992545771";"1101";"81";"4";"0";"11010457";"1101045720"
"969081598";"1101";"82";"1";"0";"11010440";"1101044079"
"979801564";"1101";"82";"3";"0";"11010439";"1101043964"
"922718423";"1101";"84";"3";"0";"11010402";"1101040291"
"918794875";"1101";"84";"4";"0";"11010412";"1101041240"
"969189542";"1101";"86";"1";"0";"11010391";"1101039111"
"812263552";"1101";"89";"1";"0";"11010422";"1101042297"
"889819782";"1101";"92";"23";"0";"11010400";"1101040077"
"969080192";"1101";"95";"1";"0";"11010451";"1101045142"
"988579092";"1101";"95";"2";"0";"11010448";"1101044871"
"969939355";"1101";"96";"1";"0";"11010383";"1101038386"
"983100872";"1101";"97";"1";"0";"11010384";"1101038477"
"985184135";"1101";"98";"3";"0";"11010446";"1101044681"
"989250272";"1101";"99";"1";"0";"11010387";"1101038766"
"971193034";"1101";"101";"7";"0";"11010557";"1101055729"
"897811642";"1101";"107";"4";"0";"11010434";"1101043436"
"990652341";"1101";"107";"53";"0";"11010611";"1101061156"
"928689468";"1101";"107";"61";"0";"11010836";"1101083614"
"869795402";"1101";"108";"1";"0";"11010480";"1101048021"
"969084600";"1101";"109";"5";"0";"11010341";"1101034120"
"884078342";"1101";"111";"1";"0";"11010343";"1101034385"
"969795396";"1101";"111";"10";"0";"11010478";"1101047825"
"969502259";"1101";"112";"3";"0";"11010409";"1101040911"
"998763061";"1101";"114";"5";"0";"11010798";"1101079885"
"986238581";"1101";"115";"1";"0";"11010253";"1101025375"
"923989994";"1101";"115";"2";"0";"11010255";"1101025557"
"981612590";"1101";"115";"3";"0";"11010256";"1101025623"
"976655214";"1101";"115";"4";"0";"11010251";"1101025144"
"928028313";"1101";"115";"5";"0";"11010144";"1101014478"
"989138421";"1101";"115";"11";"0";"11010252";"1101025219"
"969171414";"1101";"116";"12";"0";"11010470";"1101047064"
"994179691";"1101";"118";"1";"0";"11010473";"1101047395"
"916525753";"1101";"118";"2";"0";"11010474";"1101047486"
"990728682";"1101";"118";"6";"0";"11010472";"1101047262"
"928581802";"1101";"118";"12";"0";"11010471";"1101047171"
"998541387";"1101";"119";"1";"0";"11010345";"1101034542"
"989200704";"1101";"121";"1";"0";"11010475";"1101047577"
"979411464";"1101";"121";"2";"0";"11010477";"1101047734"
"970346961";"1101";"121";"3";"0";"11010328";"1101032835"
"970244948";"1101";"121";"5";"0";"11010476";"1101047684"
"990978433";"1101";"121";"5";"0";"11010476";"1101047650"
"981881990";"1101";"122";"1";"0";"11010465";"1101046538"
"969081849";"1101";"122";"2";"0";"11010464";"1101046439"
"969271699";"1101";"123";"2";"0";"11010416";"1101041638"
"969145723";"1101";"123";"9";"0";"11010435";"1101043543"
"970565310";"1101";"99999";"3031";"0";"11010724";"1101072419"
"969374919";"1103";"1";"1";"0";"11030282";"1103028252"
"981893875";"1103";"1";"5";"0";"11030277";"1103027783"
"997693965";"1103";"1";"17";"0";"11030281";"1103028161"
"994928392";"1103";"2";"5";"0";"11030288";"1103028898"
"994772732";"1103";"3";"2";"0";"11030295";"1103029599"
"922174407";"1103";"3";"4";"0";"11030297";"1103029755"
"984197993";"1103";"3";"6";"0";"11030298";"1103029870"
"921747136";"1103";"3";"11";"0";"11030302";"1103030274"
"917193665";"1103";"3";"23";"0";"11030307";"1103030779"
"916478623";"1103";"3";"24";"0";"11030308";"1103030845"
"991391797";"1103";"4";"10";"0";"11030156";"1103015655"
"919495529";"1103";"7";"1193";"0";"11031770";"1103177018"
"989315048";"1103";"11";"2";"0";"11030019";"1103001978"
"938752648";"1103";"13";"154";"0";"11030763";"1103076327"
"874773182";"1103";"14";"6";"0";"11030329";"1103032932"
"969798603";"1103";"16";"11";"0";"11030344";"1103034433"
"926089161";"1103";"16";"13";"0";"11030631";"1103063135"
"957826113";"1103";"16";"14";"0";"11030408";"1103040828"
"930200883";"1103";"16";"30";"0";"11030629";"1103062921"
"997384091";"1103";"16";"31";"0";"11030617";"1103061790"
"969444968";"1103";"16";"35";"0";"11030357";"1103035752"
"869145742";"1103";"16";"36";"0";"11030358";"1103035877"
"977178703";"1103";"16";"41";"0";"11030363";"1103036396"
"987518715";"1103";"16";"48";"0";"11030391";"1103039184"
"984632444";"1103";"16";"52";"0";"11030371";"1103037113"
"969502771";"1103";"16";"52";"0";"11030371";"1103037154"
"871183422";"1103";"16";"93";"0";"11030619";"1103061923"
"870982542";"1103";"16";"99";"0";"11030385";"1103038517"
"983033563";"1103";"16";"103";"0";"11030386";"1103038616"
"984790740";"1103";"16";"138";"0";"11030390";"1103039028"
"961035287";"1103";"16";"281";"0";"11030773";"1103077317"
"996161021";"1103";"16";"529";"0";"11030409";"1103040943"
"981699912";"1103";"17";"8";"0";"11030398";"1103039838"
"977239907";"1103";"17";"230";"0";"11030405";"1103040547"
"980049515";"1103";"24";"14";"0";"11030686";"1103068613"
"986344349";"1103";"24";"34";"0";"11030115";"1103011548"
"930082295";"1103";"24";"36";"0";"11030117";"1103011779"
"985445079";"1103";"24";"37";"0";"11030118";"1103011860"
"969798417";"1103";"24";"38";"0";"11030119";"1103011969"
"969798352";"1103";"29";"1";"0";"11030078";"1103007819"
"997669541";"1103";"29";"1";"0";"11030078";"1103007876"
"987672862";"1103";"29";"10";"0";"11030081";"1103008171"
"976767888";"1103";"29";"18";"0";"11030083";"1103008379"
"969445042";"1103";"29";"42";"0";"11030094";"1103009450"
"988861219";"1103";"29";"63";"0";"11030140";"1103014088"
"897686872";"1103";"29";"121";"0";"11030101";"1103010177"
"917910448";"1103";"31";"1";"0";"11030070";"1103007041"
"958777795";"1103";"31";"1";"0";"11030070";"1103007025"
"971223642";"1103";"38";"1";"0";"11030413";"1103041354"
"969799219";"1103";"39";"7";"0";"11030525";"1103052526"
"869502812";"1103";"39";"16";"0";"11030451";"1103045157"
"870589662";"1103";"39";"26";"0";"11030473";"1103047369"
"970346376";"1103";"39";"70";"0";"11030464";"1103046460"
"969163098";"1103";"39";"630";"0";"11030597";"1103059729"
"914490456";"1103";"40";"9";"0";"11030811";"1103081137"
"985774668";"1103";"40";"19";"0";"11030469";"1103046999"
"870370032";"1103";"40";"24";"0";"11030470";"1103047021"
"930879606";"1103";"40";"24";"0";"11030470";"1103047047"
"924386584";"1103";"40";"25";"0";"11030471";"1103047161"
"983342450";"1103";"40";"26";"0";"11030472";"1103047278"
"955698134";"1103";"40";"33";"0";"11030670";"1103067029"
"823551142";"1103";"40";"57";"0";"11030244";"1103024434"
"997711114";"1103";"40";"71";"0";"11030482";"1103048276"
"924342714";"1103";"40";"73";"0";"11030483";"1103048375"
"971210265";"1103";"40";"80";"0";"11030485";"1103048573"
"881430142";"1103";"40";"460";"0";"11030558";"1103055834"
"987706147";"1103";"40";"1021";"0";"11030481";"1103048169"
"920183069";"1103";"40";"1086";"0";"11030738";"1103073811"
"969937654";"1103";"41";"6";"0";"11030537";"1103053763"
"919384840";"1103";"41";"15";"0";"11030541";"1103054134"
"969372509";"1103";"101";"1";"0";"11031036";"1103103659"
"969189941";"1103";"101";"2";"0";"11031035";"1103103550"
"983086500";"1103";"101";"3";"0";"11031038";"1103103881"
"982897599";"1103";"102";"1";"0";"11031042";"1103104285"
"913936647";"1103";"102";"2";"0";"11030896";"1103089635"
"969190176";"1103";"102";"5";"0";"11030898";"1103089817"
"989527886";"1103";"103";"1";"0";"11030888";"1103088884"
"869079952";"1103";"103";"1";"0";"11030888";"1103088868"
"932936828";"1103";"103";"3";"0";"11030903";"1103090344"
"932806533";"1103";"103";"7";"0";"11030890";"1103089049"
"969085364";"1103";"103";"10";"0";"11030892";"1103089254"
"988340502";"1103";"103";"10";"0";"11030892";"1103089296"
"986551964";"1103";"104";"1";"0";"11031040";"1103104079"
"924376244";"1103";"104";"2";"0";"11030886";"1103088694"
"869241792";"1103";"104";"2";"0";"11030886";"1103088637"
"984633092";"1103";"105";"1";"0";"11030901";"1103090153"
"969814978";"1103";"105";"2";"0";"11031046";"1103104640"
"919996757";"1103";"105";"3";"0";"11030902";"1103090260"
"969306468";"1103";"105";"4";"0";"11030836";"1103083661"
"822107222";"1103";"105";"4";"0";"11030836";"1103083653"
"984093020";"1103";"105";"20";"0";"11031221";"1103122162"
"924708344";"1103";"105";"20";"0";"11031221";"1103122196"
"930487686";"1103";"106";"1";"0";"11030885";"1103088595"
"911644479";"1103";"106";"3";"0";"11031044";"1103104475"
"927368455";"1103";"106";"4";"0";"11030897";"1103089742"
"969798719";"1103";"106";"4";"0";"11030897";"1103089759"
"970444300";"1103";"106";"6";"0";"11031045";"1103104566"
"996697495";"1103";"106";"7";"0";"11030893";"1103089346"
"888666362";"1103";"106";"7";"0";"11030893";"1103089361"
"969242850";"1103";"106";"8";"0";"11031075";"1103107528"
"969242680";"1103";"107";"4";"0";"11030894";"1103089452"
"969579537";"1103";"108";"1";"0";"11030895";"1103089544"
"969162768";"1103";"108";"2";"0";"11030884";"1103088439"
"988458287";"1103";"109";"1";"0";"11031062";"1103106249"
"923884866";"1103";"109";"2";"0";"11030915";"1103091573"
"977332087";"1103";"109";"3";"0";"11031050";"1103105092"
"869817872";"1103";"109";"3";"0";"11031050";"1103105043"
"985205302";"1103";"109";"5";"0";"11031076";"1103107684"
"976433076";"1103";"110";"1";"0";"11031090";"1103109078"
"987575255";"1103";"110";"2";"0";"11031089";"1103108971"
"988466816";"1103";"110";"6";"0";"11030913";"1103091375"
"969813734";"1103";"111";"1";"0";"11031088";"1103108856"
"997804848";"1103";"111";"2";"0";"11031099";"1103109961"
"920206247";"1103";"111";"3";"0";"11031098";"1103109862"
"984284195";"1103";"111";"4";"0";"11031100";"1103110043"
"926549030";"1103";"111";"4";"0";"11031100";"1103110076"
"984802803";"1103";"112";"1";"0";"11031086";"1103108674"
"992690321";"1103";"112";"3";"0";"11030912";"1103091243"
"997897390";"1103";"112";"4";"0";"11031084";"1103108450"
"981179463";"1103";"112";"9";"0";"11031081";"1103108146"
"995021366";"1103";"112";"11";"0";"11031082";"1103108260"
"995588668";"1103";"113";"4";"0";"11031058";"1103105860"
"926296620";"1103";"113";"5";"0";"11031057";"1103105746"
"882965422";"1103";"114";"1";"5";"11031255";"1103125512"
"973192507";"1103";"114";"3";"0";"11030917";"1103091730"
"969815265";"1103";"114";"10";"0";"11031289";"1103128987"
"913379438";"1103";"115";"1";"0";"11030909";"1103090955"
"983745342";"1103";"115";"3";"0";"11031061";"1103106140"
"994625055";"1103";"115";"4";"0";"11030914";"1103091466"
"969813866";"1103";"115";"4";"0";"11030914";"1103091458"
"969306328";"1103";"115";"5";"0";"11030904";"1103090450"
"984054742";"1103";"115";"6";"0";"11030908";"1103090823"
"988483494";"1103";"115";"7";"0";"11031078";"1103107874"
"981479874";"1103";"115";"7";"0";"11031078";"1103107858"
"969190737";"1103";"115";"8";"0";"11031077";"1103107767"
"996878880";"1103";"115";"9";"0";"11030907";"1103090765"
"914369703";"1103";"115";"66";"0";"11031060";"1103106074"
"991375333";"1103";"115";"151";"0";"11031298";"1103129811"
"920169767";"1103";"116";"3";"0";"11031094";"1103109466"
"969241897";"1103";"116";"4";"0";"11031093";"1103109326"
"969813416";"1103";"116";"5";"0";"11031092";"1103109250"
"993490644";"1103";"116";"13";"0";"11031068";"1103106868"
"984917651";"1103";"117";"2";"0";"11031072";"1103107213"
"969795280";"1103";"117";"3";"0";"11031091";"1103109128"
"933067823";"1103";"118";"1";"0";"11030911";"1103091169"
"920156746";"1103";"118";"3";"0";"11031067";"1103106777"
"979514026";"1103";"118";"4";"0";"11030905";"1103090534"
"970531653";"1103";"118";"12";"0";"11031231";"1103123111"
"993019925";"1103";"119";"1";"0";"11030001";"1103000145"
"970445781";"1103";"119";"2";"0";"11031059";"1103105928"
"981396103";"1103";"119";"4";"0";"11031065";"1103106553"
"969190656";"1103";"119";"4";"0";"11031065";"1103106538"
"969190605";"1103";"119";"5";"0";"11031228";"1103122832"
"996224236";"1103";"120";"1";"0";"11030871";"1103087175"
"870560362";"1103";"120";"3";"0";"11030869";"1103086953"
"924058358";"1103";"120";"5";"0";"11031032";"1103103279"
"990152985";"1103";"121";"1";"0";"11030859";"1103085971"
"981647130";"1103";"121";"2";"0";"11030868";"1103086870"
"981189779";"1103";"121";"2";"0";"11030868";"1103086854"
"932483149";"1103";"121";"3";"0";"11030864";"1103086417"
"918374183";"1103";"121";"4";"0";"11030867";"1103086748"
"969270080";"1103";"122";"1";"0";"11030875";"1103087530"
"982570581";"1103";"122";"1";"0";"11030875";"1103087571"
"981505018";"1103";"122";"7";"0";"11030874";"1103087456"
"986801405";"1103";"122";"8";"0";"11030854";"1103085484"
"970889809";"1103";"122";"8";"0";"11030854";"1103085468"
"980435490";"1103";"123";"1";"0";"11030878";"1103087829"
"977377609";"1103";"123";"2";"0";"11031037";"1103103766"
"814057372";"1103";"123";"5";"0";"11031071";"1103107197"
"932726866";"1103";"124";"1";"0";"11031031";"1103103188"
"996607070";"1103";"124";"1";"0";"11031031";"1103103162"
"827209902";"1103";"124";"2";"0";"11030834";"1103083448"
"969081873";"1103";"124";"2";"0";"11030834";"1103083455"
"992090510";"1103";"124";"3";"0";"11031027";"1103102727"
"985132291";"1103";"124";"5";"0";"11030862";"1103086268"
"897089602";"1103";"125";"1";"0";"11030861";"1103086144"
"916350430";"1103";"125";"2";"0";"11030853";"1103085351"
"969797216";"1103";"125";"3";"0";"11030850";"1103085021"
"998605091";"1103";"125";"4";"0";"11030835";"1103083562"
"932711338";"1103";"125";"5";"0";"11030880";"1103088066"
"995577712";"1103";"125";"6";"0";"11030882";"1103088249"
"985425906";"1103";"125";"9";"0";"11030858";"1103085880"
"969241854";"1103";"125";"14";"0";"11030852";"1103085229"
"969807637";"1103";"125";"20";"0";"11030849";"1103084941"
"993518352";"1103";"125";"25";"0";"11030877";"1103087779"
"990050376";"1103";"125";"26";"0";"11030857";"1103085781"
"869082732";"1103";"125";"43";"0";"11030848";"1103084826"
"970238158";"1103";"126";"6";"0";"11030856";"1103085625"
"927495384";"1103";"126";"6";"0";"11030856";"1103085658"
"969795043";"1103";"126";"9";"0";"11030872";"1103087233"
"970255508";"1103";"127";"2";"0";"11030855";"1103085559"
"995916371";"1103";"127";"14";"0";"11031034";"1103103477"
"982824559";"1103";"128";"1";"0";"11030847";"1103084727"
"979994117";"1103";"129";"1";"0";"11030918";"1103091847"
"970395547";"1103";"129";"2";"0";"11031187";"1103118756"
"992213906";"1103";"129";"2";"0";"11031187";"1103118798"
"933427021";"1103";"129";"2";"0";"11031187";"1103118715"
"969208164";"1103";"129";"3";"0";"11031012";"1103101265"
"969813696";"1103";"130";"2";"0";"11030922";"1103092217"
"974375125";"1103";"131";"2";"0";"11031011";"1103101125"
"977022827";"1103";"131";"6";"0";"11031010";"1103101042"
"986752692";"1103";"131";"12";"0";"11031186";"1103118673"
"969270617";"1103";"131";"13";"0";"11031190";"1103119028"
